( text_01028 " kabiilei meiq bhii jhagadxqei badxhanei lagei, oura kwaiq kei muuka samarthaka, yaani ki, kabiilei kei badxei looga bhii, aba dhiirei dhiirei, usasei katxanei lagei " )
( text_01029 " woo raata koo deira taka jaagataa, jhaadxqiyooq kii aawaaza meiq, nee nee swara sunataa, oura unheiq joodxakara, kucha banaanei kii kooshisha karataa " )
( text_01030 " para jhaadxqiyooq sei aaii eeka aawaaza, dubaaraa nahiiq aatii, hara baara, nii taraha kaa swara nikalataa, oura kwaiq unheiq yaada karatei karatei, joodxatei joodxatei pareishaana hoo jaataa " )
( text_01031 " jina dinooq baarisha hootii, kwaiq kii yei ulajhana, oura badxhqa jaatii " )
( text_01032 " isaliee aba woo, dina bhara aawaazeiq ikatxhtxhii karataa phirataa " )
( text_01033 " jahaamq bhii kooii nii dhwani sunataa, turaqta usei dooharaataa " )
( text_01034 " nadii kinaarei, doo kaalei goola patthara thei, joo eeka duusarei sei ragadxakara, wahii aawaaza dei rahei thei " )
( text_01035 " kwaiq badxqii deira taka wahaamq baitxhaa, unakoo ra gadxataa rahaa, usakei saamanei eeka khazaanaa khula gayaa thaa " )
( text_01036 " pattharooq meiq woo aawaazeiq kaida thiiq, jinheiq woo, duniyaa bhara meiq dxhuumqdxhataa phirataa thaa " )
( text_01037 " aba, kwaiq kaa dina, doo hissooq meiq bamqtxa gayaa " )
( text_01038 " isakei baada woo, aaja kii aawaaza waalei pattharooq koo, alaga alaga gucchooq meiq baamqdhataa, oura unheiq apanei kamqdhei para latxakaa leitaa " )
( text_01039 " kii dina too eisaa hootaa, ki shaama koo, kabiilei kii ora lautxatei wakqta, usakei paasa, pattharooq kei, pacaasa sei zyaadaa samuuha hootei " )
( text_01040 " kucha loogooq koo too dxara thaa, ki kwaiq, kisii kaalei deiwataa kii aaraadhanaa karataa hai " )
( text_01041 " isa biica, kwaiq nei apanei kabiilei waalooq kei saatha, khaanaa bilkula hii baqda kara diyaa " )
( text_01042 " aba woo kaccii machalii, oura phalooq para hii ziqdaa rahataa " )
( text_01043 " mahiinei biitatei gee, oura kwaiq kaa pattharooq waalaa khazaanaa, badxaa hootaa gayaa " )
( text_01044 " khuumq beidxhaqga sei unheiq bajaataa, oura ajiiba sii aawaaza sunakara, khuuba hamqsataa " )
( text_01045 " kabhii kabhii, kwaiq gussei meiq patthara utxhaakara, pheiqka bhii deitaa " )
( text_01046 " eisei hii eeka jhagadxqei meiq, eeka dina, kwaiq nei khuumq koo maara dxaalaa " )
( text_01047 " gussei meiq aakara usanei, zoora zoora sei cillaanaa shuru kara diyaa " )
( text_01048 " khuumq kaa gussaa, abhii bhii haraa thaa, oura woo phira sei, kwaiq pei hii jhapatxa padxqaa " )
( text_01049 " leikina isa baara, kwaiq kei haatha meiq, woo baarisha waalei patthara thei, kaalei goola patthara, joo txapa txapa karatei thei " )
( text_01050 " khuumq kei nazadiika aatei hii, yei puurii taakata sei, usakei maathei para jaa padxqei " )
( text_01051 " shaayada, eeka hii waara meiq khuumq, aqdhaa hoo gayaa " )
( text_01052 " usakei baada kwaiq nei, nukiilei patthara utxhaa kara, khuumq kii eeka eeka nasa kaatxa dxaalii " )
( text_01053 " tiina kabiileiwaalei, biica meiq aaee, leikina woo bhii maarei gee " )
( text_01054 " subaha hootei hootei puuraa kabiilaa khaalii hoo gayaa " )
( text_01055 " maana liyaa gayaa, ki kwaiq, sacamuca, raata kii hii aaraadhanaa karataa haiq " )
( text_01056 " usakei aqdara kooii kaalii shakti aa gii, joo puurei kabiilei koo khaanei pei aamaadaa thii " )
( text_01057 " jina pattharooq pei khuuna laga gayaa thaa, unheiq woo, dxainyuuba meiq dhoo laayaa " )
( text_01058 " kabiilei meiq aba ajiiba sii shaaqti thii, sirphqa kwaiq oura usakei patthara hii boolatei thei " )
( text_01059 " para usei eisei hii acchaa lagataa thaa " )
( text_01060 " unhooqnei, apanii raaga adaayagii meiq, jisa eeka ciija para sarwaadhika meihanata kii hai, waha unakaa miiqdxqa kaa kaama hai " )
( text_01061 " prasiddha saqgiita widwaana, ceitana karanaanii likhatei haiq, bismillaa khaana kii kalaa kii sabasei badxqii khuubii yaha hai, ki unakei dhwani winyaasa kii shuddhataa, utteijanaa jagaatii hai " )
( text_01062 " unakii saaqgiitika pratibhaa, apratima hai " )
( text_01063 " wei, raaga kaa wistaara karanei, usakii saqracanaa kei byaurooq koo ubhaaranei meiq, hameishaa beihada sadhei huee, oura jaagaruuka rahei haiq " )
( text_01064 " bismillaa khaana kii miiqdxqa, joo unakii waadana kalaa kaa sabasei sashakta paksxa bana gayii hai, deikhanei laayaka hai " )
( text_01065 " waadana kei samaya, miiqdxqa leitei wakta, wei surooq meiq joo moodxqa, ghumaawa, oura daiwiiya sparsha mahasuusa karaatei haiq, waha sunanei waalei koo apuurwa anubhawa deitaa hai " )
( text_01066 " lagataa hai ki, bismillaa khaana, miiqdxqa leitei wakta, shahanaaii nahiiq bajaa rahei, balki shariira kei kisii ghaawa para, marahama kara rahei haiq " )
( text_01067 " shahanaaii meiq miiqdxqa bharanei kii yaha diwyataa, unakii kalaa yaatraa kaa sabasei pramukha bindu bana gayii hai " )
( text_01068 " shahanaaii meiq miiqdxqa kei kaama para ceitana karanaanii kii yaha baata, bismillaa khaana kei usa ghanaghoora riyaaja kii ora ishaaraa karatii hai " )
( text_01069 " yadi eeka sura kaa kooii kanxa sahii pakadxqa meiq aa gayaa, too samajhoo ki, saaraa saqgiita, tumhaarii phuumqka meiq utara aayeigaa " )
( text_01070 " saa, oura rei kaa phqarka karanei kii tamiija, unheiq miiqdxqa koo baratanei kei wyaakaranxa kei sandarbha meiq hii, bacapana sei sikhaayii gayii thii " )
( text_01071 " saqgiita kei wyaa karanxa kaa anushaasana milaa huaa hai, oura puuraba kii looka laya wa deisii dhuneiq, shahanaaii kei pyaalei meiq aakara, txhahara gayii haiq " )
( text_01072 " waha isii baata kii ora baara baara ishaaraa karatii haiq, ki saqgiita kei miiqdxqa, wa taana kii taraha hii, unakei jiiwana meiq kalaa oura rasa, eeka sura sei duusarei sura taka, binaa txuutxei huee pahumqcei haiq " )
( text_01073 " wei eeka saadhaaranxa insaana haiq, jinakei bhiitara, aapakoo anaayaasa hii, sahaja maanawiiyataa kei darshana hootei haiq " )
( text_01074 " yei khaana saahaba, kooii duusarei haiq " )
( text_01075 " unasei milanaa, moomina kei usa sheira sei milanaa hai, jahaamq wei yaha darja karatei haiq, tuma meirei paasa hootei hoo, jaba kooii duusaraa nahiiq hootaa " )
( text_01076 " yaha kooii duusaraa na hoonei jaisaa wyakti, eeka ustaada haiq, joo preima meiq pagei huee haiq " )
( text_01077 " unheiq kaashii sei, beipanaaha muhabbata hai " )
( text_01078 " wei shahanaaii koo, apanii prastuti kaa eeka waadya yantra nahiiq maanatei, balki, usei sakhii, oura mahabuubaa kahatei haiq " )
( text_01079 " apanii patnii kei gujara jaanei kei baada sei, unakii yaha mahabuubaa hii, unakei sirahaanei bistara para, saatha sootii hai, oura apanei preimii koo doo eeka ksxanxa, khuda kii khushii, batxooranei kaa bahaanaa deitii hai " )
( text_01080 " wei aaja bhii, bacapana meiq kacaudxqii khilaanei waalii, kulasuma koo, puurii wyagrataa sei yaada karatei haiq " )
( text_01081 " apanei badxqei bhaaii, shamsuddiina kaa jaba bhii zikra karatei haiq, bhiitara kaa jajbaata, doonooq aamqkhooq kii koorooq meiq, paanii banakara txhahara jaataa hai " )
( text_01082 " hadxqahaa saraaya sei alaga wei kahiiq jaanaa nahiiq caahatei, phira woo laahaura hoo, yaa landana, kooii phqarka nahiiq padxqataa " )
( text_01083 " apanei bharei puurei kunabei kei saatha rahanaa, oura paamqcooq wakta kii namaaja meiq saqgiita kii shuddhataa koo milaa deinaa, unheiq bakhuubii aataa hai " )
( text_01084 " gaqgaa kei paanii kei liyei, unakii shraddhaa deikhatei banatii hai " )
( text_01085 " deisha meiq, jaba bhii kooii phqasaada hootaa hai, too hara eeka sei ustaada kahanei lagatei haiq, ki bhaiyaa, gaqgaa kei paanii koo chuu loo, oura suriilei bana jaao, phira ladxqa nahiiq paaogei " )
( text_01086 " wei preima koo itanei najadiika sei mahasuusa karatei haiq, ki preima kaa witaana racanei waalei, raagooq kei piichei pagalaayei sei ghuumatei haiq " )
( text_01087 " apanei kamarei meiq jaba baitxhatei haiq, taba uupara aasamaana kii ora taakanaa, unakii phqitarata meiq shaamila hai " )
( text_01088 " lagataa hai, unakii shahanaaii kei saata, surooq nei hii, uupara saata aasamaana racaa hai " )
( text_01089 " khudaa oura sura, saqgiita oura azaana, jaisei unakei shariira kaa paanii, oura ruuha hai " )
( text_01090 " unakaa puuraa shariira, oura wyaktitwa hii, jaisei laya kaa baagiicaa hai, jisei unhooqnei, dxheirooq gharaanooq sei, acchei acchei phuula toodxqakara, sajaayaa huaa hai " )
( text_01091 " isa baagiicei meiq aapa shuruu sei anta taka ghuuma aaiyei, too duniyaa bhara kii sundara ciijooq kei saatha, eeka ananyataa mahasuusa kareiqgeiq " )
( text_01092 " kula milaakara, kissaa kootaaha, yaha ki, bismillaa khaana, sirpha eeka kalaakaara nahiiq haiq, waha maanawiiya garimaa kii sabasei saralatama abhi wyakti haiq " )
( text_01093 " unakei saatha hoonei meiq, hameiq apanei koo, thoodxqaa badxqaa karanei meiq, madada milatii hai " )
( text_01094 " aadhaa gaamqwa upanyaasa kii pahalii paqkti hai " )
( text_01095 " gaaziipura kei puraanei kqilei meiq, aba eeka skuula hai, jahaaq, gaqgaa kii laharooq kii aawaaja too aatii hai, leikina, itihaasa kei gunagunaanei, yaa txhaqdxii saaqseiq, leinei kii aawaaja, nahiiq aatii " )
( text_01096 " ajiiba sii paqkti nahiiq hai, gaqgaa kii lahareiq, jitanii muurta oura yathaartha haiq, itihaasa, utanaa hii amuurta " )
( text_01097 " gaqgaa kii laharooq kaa kyaa kooii itihaasa nahiiq, bilaashaka hai, raahii maasuuma rajaa, tiisarii hii paqkti meiq bataa deitei haiq " )
( text_01098 " gaqdalei paanii kii ina mahaana dhaaraaoq koo, na jaanei, kitanii kahaaniyaamq yaada hooqgii " )
( text_01099 " islaama oura anya kisii bhii dhaarmika asmitaa kei saqdarbha meiq, yaha deikhaa jaa sakataa hai ki, wei ilaakaaii aadhaara para badalatii rahatii haiq, oura duusarei, unakei bhiitara kei kii dwaqda deikhei jaa sakatei haiq " )
( text_01100 " raasxtxrawaada saamudaayika pahacaana kii talaasha meiq, aasaanii sei dharma kii ora mudxataa hai " )
( text_01101 " raahii maasuuma rajaa, usa saaqskrxtika pahacaana koo talaashanei kaa prayaasa karatei haiq, joo zamiina sei upajii hai, dharma sei nahiiq " )
( text_01102 " lauqdxaa txhitxhoolii oura hamqsii kara rahaa thaa, too phunnana miyaamq nei utxhakara, eeka eisaa tamaacaa maaraa, ki ustaada jii kei baayeiq kii gamaka daba gii " )
( text_01103 " mahaphqila meiq sannaatxaa chaa gayaa " )
( text_01104 " taba phunnana miyaamq, shaaqti sei kahatei haiq, waha gaaliba kii gajala gaa rahii thii " )
( text_01105 " isakei baada, khaana saahaba koo, laakha samajhaayaa jaataa hai, ki phunnana miyaamq kaa thappadxa, usa lauqdxei kei mumqha para nahiiq padxaa thaa " )
( text_01106 " shaayada usei, gaaqdhii jii sei adhika, isa txoopii kii zaruurata thii, jisakii wajaha sei, sarakaarii looga, usasei dxaranei lagei thei " )
( text_01107 " waha kooii kaama nahiiq karataa thaa, oura aaraama sei thaa " )
( text_01108 " pahalei, waha dina raata kaama kiyaa karataa thaa, oura beiaaraama thaa " )
( text_01109 " aba waha, eeka liidxara thaa " )
( text_01110 " gaqgaulii meiq too, kabhii kooii aqgreiza deikhaa nahiiq gayaa " )
( text_01111 " wahaamq jaba, raasxtxrawaadii aandoolana kii lahara aaii, too looga, aajaadii kei khayaala sei nahiiq, apanei apanei, oura bahuta waajiba kaaranxooq sei usasei judxei " )
( text_01112 " bhaarata choodxoo aandoolana kei aasapaasa bhiidxa, thaanei koo gheira leitii hai " )
( text_01113 " isa majamei meiq, eisei looga kama thei, jinheiq, hindustaana choodxa doo kei naarei kii khabara rahii hoo " )
( text_01114 " unameiq, eisei looga bhii nahiiq thei, jinheiq, aajaadii kaa mahaphquuma pataa hoo " )
( text_01115 " goodaana, chattiisa meiq aayaa thaa, leikina, cuuqki raayasaahaba, kaaqgreisa kii meimbarii meiq, jeila bhii hoo aaee thei " )
( text_01116 " isaliee, saiqtaaliisa kei baada bhii, unakii riyaasata, badalei ruupa meiq calatii rahii hoogii, eisaa hama maana sakateiq haiq " )
( text_01117 " phunnana miyaamq, isei jheila nahiiq paatei, oura biica takariira meiq, khadxei hoo jaatei haiq " )
( text_01118 " unakii waha guumqjatii aawaaja, isa upanyaasa sei baahara nikalakara aatii hai " )
( text_01119 " phunnana miyaamq kaa ladxakaa, bahaadurii sei ladxatei ladxatei huee, kaama aa gayaa, too isameiq kauna sii taajjuba kii baata hai " )
( text_01120 " gulajaara kii smrxti daqsha kii yaha kawitaaeemq, daraasala, unakii bhaasxaa meiq, bharoosaa karanei kii wajaha sei hii, likhii gayii haiq " )
( text_01121 " wei caahatei too, aasaanii sei, dxheirooq kawitaaoq koo, kisii philma kii patxakathaa kii shakla deikara, citrita kara sakatei thei " )
( text_01122 " isa baata sei, gulajaara kaa kahaaniikaara bhii, gaharaaii sei bhiigaa huaa hai " )
( text_01123 " unakii gajaleiq bhii, isa baata sei, achuutii nahiiq haiq " )
( text_01124 " kucha gajalooq kii paqktiyaamq, isii sandarbha meiq, dhyaana deinei yoogya haiq " )
( text_01125 " wei apanei aarambhika jiiwana kii, nitaanta sahaja, oura aatmiiya ciijooq koo, shaayarii kei pariwaara kaa sadasya banaatei haiq " )
( text_01126 " yaha saba milakara, gulajaara kii kawitaa, oura shaayarii kaa, aanandalooka gadxhqatii haiq " )
( text_01127 " ina bimbooq kei dwaaraa, wei beihada maamuulii sii lagatii baata meiq bhii, jiiwana kaa eeka badxqaa phala saphaa darja karatei haiq " )
( text_01128 " isa artha meiq wei, hindii oura urduu kii, milanabhuumi para khadxqei huee, akeilei eisei lookadharmii shaayara haiq " )
( text_01129 " eeka anuutxhei dxhaqga kii ruumaaniyata, oura beigaaneipana kei mishranxa kei baawajuuda, gulajaara kii kawitaaeemq, saadhaaranxa aadamii kei saqwaada meiq, apanii pahacaana dxhuumqdxhqatii haiq " )
( text_01130 " eeka hada taka, hama yaha aasaanii sei kaha sakatei haiq ki, nihaayata saadhaaranxa jiiwana jiinei waalei samaaja kii caukhatxa para jaakara, gulajaara kii kawitaa, apanaa shikhara paatii hai " )
( text_01131 " yaha apanatwa, oura utkarsxa, gulajaara kii puurii jidagii, oura unakei aneika anya kaaryooq meiq, aasaanii sei, laksxita hoo jaa sakatii hai " )
( text_01132 " yaha saarei tathya milakara, gulajaara kii kawitaa kaa, eisaa karishmaaii sthaapatya racatei haiq, jisakaa kooii duusaraa wikalpa, jaldii dxhuumqdxhqei nahiiq milataa " )
( text_01133 " too kabhii banaarasa meiq, gaqgaa kii ghaatxa para, kabiirii txhaatxha odxhqei huee, najara aatii hai " )
( text_01134 " kabhii yei najmeiq, suuphii kawiyooq kii biraadarii meiq, baitxhei huee, udaasii kaa raqga dxhuumqdxhatii haiq " )
( text_01135 " gulajaara kii kawitaa kii kii parateiq haiq, oura una paratooq kei biica meiq, jiiwana, oura usakii wisaqgatiyooq kii anaginata raqgatei haiq " )
( text_01136 " hama ina najmooq kii paratooq koo, eeka eeka kara, alaga karatei calatei haiq " )
( text_01137 " isa shaayara kaa apanaa phala saphaa, puurii ruumaaniyata, oura jajbaata kei saatha khilataa jaataa hai " )
( text_01138 " anaginata najmooq, kawitaaoq, oura gajalooq kii duniyaa hai, gulajaara kei yahaamq, joo apanaa suuphiyaanaa raqga liyei huee, shaayara kaa jiiwana darshana, wyakta karatii haiq " )
( text_01139 " isa abhiwyakti meiq jahaamq, eeka ora hameiq, kawi kei antarmana kii mahiina bunaawatxa kii jaanakaarii milatii hai " )
( text_01140 " wahaaq duusarii ora, suuphqiyaanaa raqgata liyei huee, lagabhaga, nirgunxa kawiyooq kii boolii baanii kei kariiba pahumqcanei waalii, unakii aawaaja, yaa kawitaa kaa sthaayii phakkadxqa swabhaawa, hameiq eekabaaragii udaasii meiq, tabdiila hootaa huaa, najara aataa hai " )
( text_01141 " ina najmooq kii sabasei badxqii taakata banakara, hamaarei saamanei aataa hai " )
( text_01142 " zaahira hai, isa taraha kii kawitaa meiq, dukha, oura udaasii, usa taraha sei apanaa aashraya paatei haiq " )
( text_01143 " jisa taraha, nirgunxa padooq, oura suuphiyaanaa kalaamooq meiq, preima, wa aatmiiya ksxanxa, piidxqaa kaa ruupa dharakara, apanii paribhaasxaa gadxhqatei haiq " )
( text_01144 " yaha akaaranxa nahiiq hai, ki gulajaara kei likhei, philma giita bhii, isii kaaranxa, apanaa saqweidaatmaka utkarsxa, gaharii maarmikataa meiq paatei haiq " )
( text_01145 " eeka doo giitooq kei udaaharanxa sei, yaha maarmikataa, samajhii jaa sakatii hai " )
( text_01146 " eeka hada taka, kaawya ruudxhqi kii taraha, jisa saahityashaastra meiq, hama mootxiphqa kei taura para, jaanatei haiq " )
( text_01147 " waha caamqda kii upasthiti hai " )
( text_01148 " waha akeilei meiq hii kabhii, puuraa kaa puuraa drxshya banataa hai, yaa kisii najma meiq, apanei praweisha kei saatha, saarii drxshyaawalii koo, eeka wishisxtxa kisma kaa, gulajaaratxaipa banaa deitaa hai " )
( text_01149 " eeka taraha sei caamqda, unakaa sarwapriya pratyaya hai, jisa para, wei apanei sei bhii zyaadaa bharoosaa karatei haiq " )
( text_01150 " isa bimba koo leikara, unakaa aagraha itanaa gaadxhqaa, oura mukhara hai, ki eekaaka, yaha wishwaasa karanaa mushkila hoo jaataa hai, ki baakii kei anya saarei praakrxtika bimba, unakei shaayara kei liee, kucha kama mahattwa kei haiq " )
( text_01151 " haalaamqki, yaha gulajaara hii haiq, jinakei yahaamq, sarwaadhika praakrxtika pratiikooq kii, bharamaara rahii hai " )
( text_01152 " phira waha, suuraja, taarei, pahaadxqa, baarisha, patajhadxqa, dina raata, shaama, nadii, barpha, samudra, dhuqdha, hawaa, kucha bhii hoo sakatii hai " )
( text_01153 " magara, caamqda shaayada akeilaa hii eisaa, wajanii, wa arthawaana pratiika hai, joo unakei saahitya kei rasaayana koo, oura gaadxhqaa banaataa hai " )
( text_01154 " aapa unakii gajaleiq leiq, yaa kooii kawitaa, kisii giita koo txatxooleiq, yaa triweinxiyooq kii chootxii chootxii saarthaka upasthitiyaamq, sabhii jagaha, candramaa para aasthaa, gaharaayii hii hai " )
( text_01155 " gulajaara kaa, bukhaara kii hada taka pahumqcaa huaa, yaha caamqda preima, unakei philmii giitooq meiq bhii, kucha bahuta nayei dxhaqga kei drxshya lei aayaa hai " )
( text_01156 " jaisei, bimba oura pratiikooq, khaasakara, praakrxtika ruupakooq sei saadrxshya racanei meiq, mahaarata paayei huee gulajaara kei yahaamq, eeka ajiiba baata " )
( text_01157 " eeka tariikei sei, ruudxhqigata arthooq meiq, gulajaara eisei ksxanxa, urduu shaayarii kii usii paramparaa kaa anugamana karatei, najara aatei haiq " )
( text_01158 " hajaara saalooq sei, anaginata najmeiq, apanei darda wa tadxqapa koo, taphasiila sei bayaamq karanei meiq, likhii gayii haiq " )
( text_01159 " jaahira hai, udaasii kaa yaha aalama, kawitaa meiq eishwarya, oura cakaacauqdha racanei kii jagaha, saqweidanaa oura karunxaa sei, dhaara paidaa karataa hai " )
( text_01160 " gulajaara kei racanaa karma meiq, wisheisxakara unakii kawitaa, oura gajalooq kei sandarbha meiq, preima, bahuta garimaa kei saatha, pratisxtxhita huaa hai " )
( text_01161 " unakei swabhaawa meiq joo eeka ajiiba saa beigaanaapana hai, saqkooca kaa txhaharaa huaa saa pardaa hai " )
( text_01162 " yaha jaananaa, dilacaspa hai ki, suuphii kawitaa, wa suuphii saqgiita meiq bhii, preima kii upasthiti lagabhaga, eeka satya kei ruupa meiq, ujaagara hootii rahii hai " )
( text_01163 " phira baata jaba gulajaara kii hoo rahii hoo, joo swayaq apanii abhiwyakti kii sahaja chaayaaeemq, baabaa phariida, kutuba kuliishaaha, shamsa tabareijii, eewaq naanaka meiq dxhuumqdxhatei hooq " )
( text_01164 " khuda kii likhii najamooq meiq, preima kaa itanaa badxqaa witaana racatei haiq, joo anyatra, mushkila sei milataa hai " )
( text_01165 " preima meiq, usa anasunii aawaaja koo, joo boolanaa nahiiq jaanatii, gulajaara, bakhuubii suna paayei haiq " )
( text_01166 " yaha, unakei kiradaara kii, sabasei badxqii kaiphiyata hai, ki wei preima meiq, ina alaksxita antaraalooq koo, badxqii shiddata sei pahacaanatei haiq " )
( text_01167 " warisxtxha leikhikaa, amrxtaa priitama nei, unakei isii paksxa koo, bahuta sundara dxhaqga sei pakadxqaa, oura kahaa hai " )
( text_01168 " gulajaara, eeka bahuta pyaarei shaayara haiq, joo aksxarooq kei antaraala meiq basii huii, khaamooshii kii ajamata koo jaanatei haiq " )
( text_01169 " eeka eisii khaamooshii, joo aksxarooq koo paakara bhii, boolanaa nahiiq jaanatii " )
( text_01170 " isii khaamooshii koo, saadhanei kei jatana meiq, umra bhara lagei rahei gulajaara, shaayada inhiiq wajahooq sei, preima kii sthaapanaa meiq, una andheirei daayarooq kii ora bhii, calei gayei haiq " )
( text_01171 " jahaamq sirphqa, eehasaasa kii rooshanii sei, ujaalaa kiyaa jaataa hai " )
( text_01172 " wei preima koo apanii kawitaa meiq, itanii puurnxataa bakhshatei haiq, ki unakei liee phira yaha baata aasaana hoo jaatii hai, kisa taraha, kaayanaata oura sayyaarooq meiq bhatxakatei huee, kisii ruuha meiq utaraa jaayei " )
( text_01173 " yaha siddhastataa, gulajaara kii gajalooq kaa, eeka mahattwapuurnxa padxqaawa hai " )
( text_01174 " unhooqnei itanei dashakooq meiq, phailei apanei samrxddha racanaatmaka jiiwana meiq, dxheirooq eisei srxjana kei ksxanxa jutxaayei haiq " )
( text_01175 " jahaamq preima, kii kii koonxooq sei, parakhaa, wa samqwaaraa gayaa hai " )
( text_01176 " unhooqnei apanaa philmii keriyara, preima giita koo likhakara shuruu kiyaa thaa " )
( text_01177 " waha, wishuddha preima meiq dxuubaa huaa giita thaa " )
( text_01178 " bandinii kaa waha prasiddha gaanaa, naayikaa kalyaanxii kei jhijhaka, oura usakii manoodashaa kaa, manoohaarii citranxa thaa, ki kaisei waha apanei preima meiq bhiigii huii, caamqdanii raata koo, ghara kei aamqgana sei baahara paamqwa rakha deitii hai " )
( text_01179 " waha barasooq biita jaanei kei baada bhii, aaja utanii hii najaakata, oura beicainii kei saatha, unakii racanaatmaka yaatraa meiq maujuuda hai " )
( text_01180 " gulajaara kii kawitaa meiq preima, wiraha, udaasii, oura saba kucha gamqwaa kara, saamaanya banei rahanei kii phqitarata, itanii sahajataa kei saatha darja huii hai ki, jaanakara hairata hootii hai, ki kisa taraha kooii shaayara, itanii saamaanya sii jamaapuumqjii para, srxjana kaa itanaa badxqaa maayaalooka, raca sakataa hai " )
( text_01181 " preima sei bilkula alaga, mrxtyu bhii, apanei meiq eisaa, wishisxtxa, oura wicaara bharaa shabda hai, joo, gulajaara kei yahaamq, puurii shiddata sei, apanii upasthiti koo, wyaqjita karataa hai " )
( text_01182 " wei, apanei jiiwana saqgharsxa meiq, itanaa tapei huee haiq, ki mrxtyu jaisei padxqaawa koo bhii, bahuta udaarataa sei kawitaa meiq baratatei haiq " )
